V,Vx,Vy,Vz
0,1.5374522101339512,0.8614483919646074,-1.154490299056034,0.017130797916483857
1,1.4307515104866217,0.7444341042865281,0.48010235007765106,-0.7360450261000663
2,1.9513676256423471,-1.25987236241184,0.3961876662013234,-1.3821954805057315
3,1.651388336908399,-0.3852069881660829,-0.9141136867563793,1.0932889019326464
4,2.077088108832264,-0.5013847945514862,-1.547699777698963,-0.9880766300049102
5,2.0194790281671597,1.3103799251272767,-0.7919388151056073,0.4442989706075097
6,1.6826490138862424,-0.6933685847783563,1.291632904522907,0.38468499382452137
7,1.7788283571999388,1.1211660723678267,-0.543439883097926,-1.2114431954011864
8,2.0891778275117243,-0.4107319777271572,1.188135244523931,-0.6492180127605003
9,1.3939579304452312,1.350671786831109,-0.10151525943716795,-0.3195239012627845
10,2.178484892118541,1.8277923451284288,-0.5937071207872594,0.6244720365384636
11,1.873640733236438,0.6979525572511305,1.3981626328994077,-0.15407006796716471
12,1.1297670384654999,-0.030567819318841026,0.23589875361515866,0.16284095822841754
13,2.318784152351621,0.3850625602918368,-0.587636062086214,-1.9361629797725852
14,1.0659074124008974,0.6868891059935904,0.3313666325457473,0.5049726544918043
15,2.2603121102836203,0.6334440637648342,0.11626071732842047,2.1549090957090593
16,2.133052571774515,-0.9546705302258393,-0.8424485394875267,1.2789432816564734
17,1.976112618439043,-1.696240678275153,-0.5550584553590583,-0.8250976109161112
18,1.6524360289149413,-1.0656797481430473,-0.2072970985082704,-1.2429879193758788
19,1.2088878784979071,-0.7224317907440416,-0.21452719926064664,0.7663365217890721
20,1.909810921560014,0.16047706588397556,0.9677272189864915,1.1123185214532931
21,1.8521852344559622,-0.13625178007640784,0.9248552906912363,1.1093751687377635
22,1.1412319202770538,0.6879700699715875,0.03930484834373939,-0.38296353108624304
23,0.8547454064482467,-0.33648144931649054,-0.19349531302449513,-0.7585409852211538
24,1.320156809552083,-0.8837327764834813,0.659012456703286,0.054218049863104335
25,2.2979770825456853,-0.040753976462968286,-1.8331534269655103,-0.7249241978678935
26,1.278579900123328,-0.024457475348593355,0.08615222653196171,-0.8556188418208828
27,1.3009577849630378,0.9233528515921179,0.6113899063069652,0.15071802882513108
28,0.7380513032886941,0.42055087473331565,-0.2920949349496855,0.19031888032689478
29,1.6136219277143102,-0.8128000827306335,1.3343892987778017,-0.20228381864197045
30,2.6505660193883114,-0.7839134240920138,-2.3044936563276512,0.12081606142391221
31,1.5780379130671163,-0.9319246039001245,-0.4438823323873129,0.7835621952542123
32,1.3347897626367047,-0.46196506227754164,-0.30500645492600054,0.45193784727898934
33,1.265864138594586,0.5650241229937306,-1.0715548621788553,0.10943563534979563
34,1.8589837477386322,-0.7106042324844434,-1.075054920014559,0.1671717474698255
35,1.6310262705235004,-0.2605264761074661,0.3241486239099854,1.2047858385430146
36,1.527535828761379,0.26085526624320515,-0.7909116579254466,0.17693828036419754
37,1.2736073993735275,0.036229047209392094,-0.9827126813073153,-0.02075956352171152
38,3.069582997915386,2.1312101531839396,-0.19675487476860565,-1.392961321499738
39,1.7041377629467487,0.7861849304746366,0.6918745934544617,-1.2269957202326136
40,2.3431233455303735,1.9294913491931576,0.6583214664665462,0.9209046789739659
41,2.0362360203596785,-0.6756240031397394,-0.7040972453508728,0.7857570032691331
42,1.1788928234571738,-0.013064324183107604,-0.13103878958966908,-0.04407143004357401
43,1.9280198070317573,1.7744015531422783,0.17960158748550553,-0.18694095036424357
44,1.8254192799232418,-1.1280056384753498,1.1408715771703557,0.18010146399024649
45,1.9823751774409397,-0.1616728069868049,-0.5732138715020401,-1.064744356355196
46,3.0156418904048667,1.3426966403718672,1.590480752544408,-2.0479494581540316
47,1.7792548248619318,0.6011559983361933,0.28466565271125593,-1.0587773156460691
48,1.0165215685524662,0.3219360809111157,-0.1749006644102932,0.8073029101093793
49,1.9911130744868413,1.0151350123976,0.7314864059862355,1.4481167360179887
50,1.9465146810738108,-0.42223952437085943,-1.7582271676510832,0.5270603059379453
51,1.3077370390771768,-0.2494992382468972,-0.8200042482155284,-0.37731196003443723
52,1.5498275019976195,-0.5128269776412672,0.010359981946534086,-1.3688056207236206
53,0.7509332840950304,0.11303920661988918,-0.2609809265321047,0.4458100130003443
54,2.0214043719117747,-0.7352470799134947,0.042393513352979875,1.340208601470715
55,1.3334810600875175,0.3453806308591866,0.42762380746261996,0.7210927542175458
56,1.5492840558402556,-0.8988319159726383,0.5769545213079088,0.7707124403773521
57,2.132752406718937,-0.9332700784810157,0.8224538776601547,1.7269039256389562
58,1.7719119208057716,0.3733942814341847,1.3451455052183618,0.49270594812892726
59,1.2469832077758114,0.29928731792108015,-0.09894374740502572,-0.0894838674973072
60,1.3486966105759084,0.31031334348150535,0.2084239596459765,0.4453677074554311
61,1.7567981585688162,-1.0394626738304227,-0.07741626397622833,-0.8530032169581707
62,1.030823950344807,-0.09904696822668713,0.053850312879389114,0.17463853946329064
63,2.5252496814805427,-1.3429903120121094,-1.6681528235924545,0.6760708890896535
64,1.2532606143667493,-0.28074077480815307,0.1313647075991693,-0.3854874203526797
65,1.3362945264364121,0.7449441835525505,0.5860560766480286,0.03293137553595236
66,1.7431504763588102,1.2923181845033898,0.738674185256444,-0.2972799706450809
67,1.0839618548376706,0.27837824034105396,-0.6991681979220021,0.38740960045932227
68,1.2646552489785798,-0.5488687664566116,-0.49603566889270706,0.39192509690205335
69,2.797346676199293,-2.0192034810457784,0.384429698220118,-1.692566207578148
70,1.7412011434870183,0.20212370105835895,1.395898969198207,0.15294605256120833
71,1.3578130695488926,-0.19500171866663427,-0.4689754664126011,-0.7336214247837108
72,1.5272666804160675,-0.1379868702526406,0.9670685151708239,0.855794913169757
73,0.5730559660647809,0.14506183270761427,0.367657716645249,0.16219012555947288
74,1.2582540217380207,-0.3131715018512236,-0.41344194367384446,0.3915393367579659
75,0.8220458592847258,-0.6671692643986809,-0.3633621259271618,0.3098008807341908
76,0.9030749945760039,-0.4468559455113627,0.19336586946445425,0.18585130412142115
77,1.9354645253764309,-0.540406806720879,-1.6195968077035985,-0.7857124766266651
78,1.820534636438196,0.6692833972953478,1.4263112088881247,-0.8652373124852537
79,1.6188082885548818,-0.5782030836749089,1.2264664201987896,0.09899140458613487
80,1.702701983237433,-0.6450963305237761,0.5348602859327223,-0.22019098038219975
81,1.1178996120343432,0.12393821153574633,-0.04602773275727084,-0.45423528208119385
82,1.60330429023324,-0.15234129914134714,-0.3424113908296014,-1.3421155290298092
83,2.5715915075847624,1.5773769002132052,-1.4426738234999308,-1.1897890114961815
84,0.32295432167295834,0.009805072218315907,-0.19659686417512331,0.25299103420313573
85,1.4615954926450665,0.6401243552965292,1.0666176663901759,-0.6887002981925192
86,2.022570327085425,0.6289774716618817,-0.8234414322785505,-1.4250444344942088
87,1.333280855410858,-0.676990818631469,-0.5718425243368815,-0.25824909249525235
88,1.6715268252792956,-1.1694747277452302,-0.01956734618093104,-0.36919810763132554
89,1.7802488799421345,-0.3025841130397195,0.9122244024988411,0.47862521955108533
90,2.475132282544865,-0.6026863523524426,1.5235083290443328,1.8506126245222698
91,1.4709008450330194,0.7448640478661358,0.02218326416687939,-0.09271190713979068
92,1.9778518788820714,0.17143775674506675,-0.2704989711768277,1.7619670660483524
93,1.4218811049616322,1.2455037318013997,0.34088286262419176,-0.2052526355121501
94,1.560852067120692,-0.4584072961604315,-0.3388603936730205,0.9647370346248562
95,1.6497857041867372,-0.8920101623761906,-0.27134973132495904,0.16084388031507538
96,0.9226122842143899,-0.8039041542440374,-0.003175482192971278,0.45028708823695823
97,1.7488143499042434,-0.9954161940512027,1.34412772653398,-0.27749024854719617
98,2.0838800521814957,1.710332588263549,0.5927100364714756,0.13829887978242494
99,1.3359984622805263,-0.45992856826616013,-0.7066532656110045,-0.17013198318796685
